HEAT_ID,Material_Code,NAME,WEIGHT
1706792,126,#1 BUSHELING,30658.3
1706792,113,PIG IRON,27570.3
1706792,117,REGULAR SHRED,49336.4
1706792,180,TUNDISH SKULLS,3850.1
1706792,120,RAILROAD WHEELS,8131.6
1706792,166,HBI,7991.9
1706792,182,MISC SCRAP,4426.6
1706794,120,RAILROAD WHEELS,8109.3
1706794,166,HBI,8298.9
1706794,182,MISC SCRAP,4723.3
1706794,117,REGULAR SHRED,49240.2
1706794,180,TUNDISH SKULLS,3956.7
1706794,114,PIT SCRAP,6358.5
1706794,121,PLATE & STRUCTURAL,16382.4
1706794,126,#1 BUSHELING,29714.4
1706794,113,PIG IRON,27619.3
1706796,117,REGULAR SHRED,48971.3
1706796,180,TUNDISH SKULLS,4107.3
1706796,120,RAILROAD WHEELS,7977.8
1706796,166,HBI,8064.9
1706796,182,MISC SCRAP,4729.2
1706796,121,PLATE & STRUCTURAL,16173.3
1706796,126,#1 BUSHELING,30334.5
1706796,114,PIT SCRAP,6075.4
1706796,113,PIG IRON,27923.6
1706798,120,RAILROAD WHEELS,8188.7
1706798,166,HBI,8142.9
1706798,182,MISC SCRAP,4691.1
1706798,117,REGULAR SHRED,48511.3
1706798,180,TUNDISH SKULLS,3970.8
1706798,121,PLATE & STRUCTURAL,16388.3
1706798,113,PIG IRON,27891.9
1706798,126,#1 BUSHELING,30430.6
1706798,114,PIT SCRAP,6142.1
1706800,114,PIT SCRAP,6107.2
1706800,113,PIG IRON,27728.6
1706800,121,PLATE & STRUCTURAL,16190.5
1706800,126,#1 BUSHELING,30175.3
1706800,117,REGULAR SHRED,48661.9
1706800,180,TUNDISH SKULLS,4125
1706800,120,RAILROAD WHEELS,8194.6
1706800,166,HBI,8138.4
1706800,182,MISC SCRAP,4814.9
1706802,120,RAILROAD WHEELS,8074
1706802,166,HBI,8118
1706802,182,MISC SCRAP,4697
1706802,114,PIT SCRAP,6258.7
1706802,121,PLATE & STRUCTURAL,16167.9
1706802,117,REGULAR SHRED,48559.4
1706802,180,TUNDISH SKULLS,4121.8
1706802,113,PIG IRON,27757.6
1706802,126,#1 BUSHELING,30059.6
1706804,114,PIT SCRAP,6022.4
1706804,126,#1 BUSHELING,30052.8
1706804,113,PIG IRON,28032
1706804,121,PLATE & STRUCTURAL,16208.7
1706804,117,REGULAR SHRED,48939
1706804,180,TUNDISH SKULLS,4002.1
1706804,120,RAILROAD WHEELS,7980.1
1706804,166,HBI,8174.7
1706804,182,MISC SCRAP,4674.3
1706806,113,PIG IRON,28308.7
1706806,114,PIT SCRAP,6488.6
1706806,126,#1 BUSHELING,30100.9
1706806,121,PLATE & STRUCTURAL,16023.6
1706806,120,RAILROAD WHEELS,7919.7
1706806,166,HBI,8034
1706806,182,MISC SCRAP,4672.5
1706806,117,REGULAR SHRED,48625.2
1706806,180,TUNDISH SKULLS,3640.1
1706808,113,PIG IRON,28052.5
1706808,120,RAILROAD WHEELS,8037.2
1706808,166,HBI,8155.6
1706808,182,MISC SCRAP,4644.3
1706808,117,REGULAR SHRED,48721.8
1706808,180,TUNDISH SKULLS,4086.9
1706808,121,PLATE & STRUCTURAL,16295.3
1706808,126,#1 BUSHELING,30294.6
1706808,114,PIT SCRAP,6205.2
1706810,120,RAILROAD WHEELS,7920.6
1706810,166,HBI,7938.8
1706810,182,MISC SCRAP,4643.4
1706810,117,REGULAR SHRED,49230.3
1706810,180,TUNDISH SKULLS,4221.1
1706810,121,PLATE & STRUCTURAL,16180.1
1706810,126,#1 BUSHELING,30176.6
1706810,114,PIT SCRAP,6637.4
1706810,113,PIG IRON,27726.8
1706812,113,PIG IRON,28378.6
1706812,114,PIT SCRAP,6504.5
1706812,126,#1 BUSHELING,30118.1
1706812,121,PLATE & STRUCTURAL,16069.9
1706812,117,REGULAR SHRED,49058.8
1706812,180,TUNDISH SKULLS,3862.8
1706812,120,RAILROAD WHEELS,7852.1
1706812,166,HBI,7976.9
1706812,182,MISC SCRAP,4672
1706816,117,REGULAR SHRED,48924.1
1706816,180,TUNDISH SKULLS,4046.5
1706816,126,#1 BUSHELING,30029.2
1706816,120,RAILROAD WHEELS,7993.2
1706816,166,HBI,8099.8
1706816,182,MISC SCRAP,4609
1706816,114,PIT SCRAP,6603.9
1706816,121,PLATE & STRUCTURAL,16147.9
1706816,113,PIG IRON,27768.5
1706818,121,PLATE & STRUCTURAL,15961
1706818,117,REGULAR SHRED,49299.2
1706818,180,TUNDISH SKULLS,4166.7
1706818,126,#1 BUSHELING,30195.2
1706818,120,RAILROAD WHEELS,8181
1706818,166,HBI,7947.9
1706818,182,MISC SCRAP,4550.4
1706818,113,PIG IRON,27647.4
1706818,114,PIT SCRAP,6227.4
1706820,113,PIG IRON,27885.1
1706820,121,PLATE & STRUCTURAL,16173.8
1706820,114,PIT SCRAP,6577.6
1706820,120,RAILROAD WHEELS,7830.4
1706820,166,HBI,8067.6
1706820,182,MISC SCRAP,4664.7
1706820,126,#1 BUSHELING,30075.5
1706820,117,REGULAR SHRED,49266.1
1706820,180,TUNDISH SKULLS,3862.8
1706822,114,PIT SCRAP,6786.7
1706822,113,PIG IRON,28115
1706822,120,RAILROAD WHEELS,7828.1
1706822,166,HBI,8092.6
1706822,182,MISC SCRAP,4540.5
1706822,126,#1 BUSHELING,30042.8
1706822,117,REGULAR SHRED,48705.9
1706822,180,TUNDISH SKULLS,3987.5
1706822,121,PLATE & STRUCTURAL,16077.6
1706824,117,REGULAR SHRED,49867.1
1706824,180,TUNDISH SKULLS,4257
1706824,121,PLATE & STRUCTURAL,15808.6
1706824,120,RAILROAD WHEELS,7896.1
1706824,166,HBI,7962.8
1706824,182,MISC SCRAP,4712.8
1706824,113,PIG IRON,27799.8
1706824,126,#1 BUSHELING,30138.5
1706824,114,PIT SCRAP,6097.2
1706826,117,REGULAR SHRED,49751.9
1706826,180,TUNDISH SKULLS,3755.3
1706826,121,PLATE & STRUCTURAL,16414.6
1706826,113,PIG IRON,27419.7
1706826,126,#1 BUSHELING,30363.1
1706826,120,RAILROAD WHEELS,7958.3
1706826,166,HBI,8215.5
1706826,182,MISC SCRAP,4606.7
1706826,114,PIT SCRAP,6099.9
1706828,126,#1 BUSHELING,30209.7
1706828,117,REGULAR SHRED,48844.2
1706828,180,TUNDISH SKULLS,4149.9
1706828,120,RAILROAD WHEELS,8226.4
1706828,166,HBI,7995.9
1706828,182,MISC SCRAP,4769.5
1706828,113,PIG IRON,27498.6
1706828,121,PLATE & STRUCTURAL,16182.8
1706828,114,PIT SCRAP,6751.7
1706830,114,PIT SCRAP,6011.9
1706830,120,RAILROAD WHEELS,8142
1706830,166,HBI,7656.6
1706830,182,MISC SCRAP,4529.1
1706830,126,#1 BUSHELING,29647.3
1706830,113,PIG IRON,28094.6
1706830,121,PLATE & STRUCTURAL,15627.6
1706830,117,REGULAR SHRED,50840.1
1706830,180,TUNDISH SKULLS,3899.5
1706834,121,PLATE & STRUCTURAL,16138.8
1706834,113,PIG IRON,27552.1
1706834,117,REGULAR SHRED,48954.9
1706834,180,TUNDISH SKULLS,4120.4
1706834,182,MISC SCRAP,5238.5
1706834,126,#1 BUSHELING,29726.2
1706834,114,PIT SCRAP,6246.9
1706834,120,RAILROAD WHEELS,8034.5
1706834,166,HBI,8118
1706836,117,REGULAR SHRED,47938.4
1706836,180,TUNDISH SKULLS,3949
1706836,120,RAILROAD WHEELS,8161.5
1706836,166,HBI,7856.2
1706836,182,MISC SCRAP,5415.4
1706836,121,PLATE & STRUCTURAL,16705.4
1706836,114,PIT SCRAP,6208.8
1706836,126,#1 BUSHELING,29948.5
1706836,113,PIG IRON,27312.2
1706838,117,REGULAR SHRED,49543.7
1706838,180,TUNDISH SKULLS,3460.9
1706838,120,RAILROAD WHEELS,8051.3
1706838,166,HBI,8047.6
1706838,182,MISC SCRAP,5308.9
1706838,121,PLATE & STRUCTURAL,16494.9
1706838,113,PIG IRON,27146.2
1706838,126,#1 BUSHELING,30604.8
1706838,114,PIT SCRAP,6061.8
1706840,114,PIT SCRAP,6588.4
1706840,121,PLATE & STRUCTURAL,15879.4
1706840,113,PIG IRON,27556.2
1706840,117,REGULAR SHRED,48666.4
1706840,180,TUNDISH SKULLS,3949.4
1706840,120,RAILROAD WHEELS,8395.1
1706840,166,HBI,8112.1
1706840,182,MISC SCRAP,4896.1
1706840,126,#1 BUSHELING,30496.4
1706842,114,PIT SCRAP,5805.1
1706842,126,#1 BUSHELING,30569
1706842,113,PIG IRON,27729.5
1706842,121,PLATE & STRUCTURAL,16274
1706842,120,RAILROAD WHEELS,8161.5
1706842,166,HBI,8123.4
1706842,182,MISC SCRAP,4679.3
1706842,117,REGULAR SHRED,48899.1
1706842,180,TUNDISH SKULLS,3799.7
1706844,114,PIT SCRAP,6175.2
1706844,126,#1 BUSHELING,30182.1
1706844,113,PIG IRON,27709.5
1706844,121,PLATE & STRUCTURAL,16448.2
1706844,117,REGULAR SHRED,49682.5
1706844,180,TUNDISH SKULLS,3733.1
1706844,120,RAILROAD WHEELS,7878.9
1706844,166,HBI,8077.6
1706844,182,MISC SCRAP,4970
1706846,115,HOME SCRAP,8299.8
1706846,121,PLATE & STRUCTURAL,5970.6
1706846,117,REGULAR SHRED,25479.2
1706846,120,RAILROAD WHEELS,7834
1706846,166,HBI,10087
1706846,126,#1 BUSHELING,44512.9
1706846,113,PIG IRON,38115.9
1706846,114,PIT SCRAP,6440.6
1706846,124,#1 BUNDLES,8025.9
1706848,113,PIG IRON,36305.1
1706848,115,HOME SCRAP,7521.5
1706848,121,PLATE & STRUCTURAL,5837.7
1706848,114,PIT SCRAP,5692.1
1706848,117,REGULAR SHRED,23731.1
1706848,126,#1 BUSHELING,41816.7
1706848,124,#1 BUNDLES,7395.4
1706848,120,RAILROAD WHEELS,7474.8
1706848,166,HBI,9511.4
1706850,120,RAILROAD WHEELS,7737.8
1706850,166,HBI,9634.8
1706850,117,REGULAR SHRED,22878.3
1706850,115,HOME SCRAP,7791.8
1706850,121,PLATE & STRUCTURAL,5779.2
1706850,124,#1 BUNDLES,7722.4
1706850,113,PIG IRON,35998.5
1706850,126,#1 BUSHELING,41917
1706850,114,PIT SCRAP,5917.1
1706852,120,RAILROAD WHEELS,8035.4
1706852,166,HBI,10010.8
1706852,115,HOME SCRAP,8404.2
1706852,121,PLATE & STRUCTURAL,6087.7
1706852,117,REGULAR SHRED,25411.2
1706852,113,PIG IRON,38127.7
1706852,124,#1 BUNDLES,8707.6
1706852,126,#1 BUSHELING,44574.6
1706852,114,PIT SCRAP,5406.8
1706854,114,PIT SCRAP,6055.5
1706854,126,#1 BUSHELING,44612.2
1706854,124,#1 BUNDLES,8044.9
1706854,113,PIG IRON,38399.4
1706854,117,REGULAR SHRED,25074.2
1706854,115,HOME SCRAP,8070.3
1706854,121,PLATE & STRUCTURAL,6034.6
1706854,120,RAILROAD WHEELS,8097.5
1706854,166,HBI,10105.1
1706856,115,HOME SCRAP,8113
1706856,121,PLATE & STRUCTURAL,6161.6
1706856,126,#1 BUSHELING,44451.2
1706856,114,PIT SCRAP,6197
1706856,113,PIG IRON,38234.3
1706856,124,#1 BUNDLES,7780.9
1706856,120,RAILROAD WHEELS,8129.3
1706856,166,HBI,10113.8
1706856,117,REGULAR SHRED,25403.9
1706858,113,PIG IRON,38372.6
1706858,120,RAILROAD WHEELS,7767.3
1706858,166,HBI,10158.7
1706858,126,#1 BUSHELING,44768.7
1706858,115,HOME SCRAP,8291.2
1706858,121,PLATE & STRUCTURAL,6104.9
1706858,117,REGULAR SHRED,25162.2
1706858,114,PIT SCRAP,5986.1
1706858,124,#1 BUNDLES,8154.2
1706860,120,RAILROAD WHEELS,8152.4
1706860,166,HBI,9980
1706860,126,#1 BUSHELING,44692.5
1706860,124,#1 BUNDLES,7869.8
1706860,113,PIG IRON,38183.5
1706860,117,REGULAR SHRED,25123.2
1706860,115,HOME SCRAP,8276.7
1706860,121,PLATE & STRUCTURAL,6127.6
1706860,114,PIT SCRAP,6587.1
1706862,120,RAILROAD WHEELS,7946.5
1706862,166,HBI,10144.6
1706862,115,HOME SCRAP,7812.2
1706862,121,PLATE & STRUCTURAL,6050.9
1706862,126,#1 BUSHELING,44483.9
1706862,117,REGULAR SHRED,25217
1706862,114,PIT SCRAP,6629.7
1706862,113,PIG IRON,38263.7
1706862,124,#1 BUNDLES,8034.9
1706864,117,REGULAR SHRED,24626.9
1706864,120,RAILROAD WHEELS,7929.3
1706864,166,HBI,10075.7
1706864,124,#1 BUNDLES,8089.4
1706864,113,PIG IRON,38619.8
1706864,114,PIT SCRAP,6798
1706864,126,#1 BUSHELING,44500.2
1706864,115,HOME SCRAP,8018.2
1706864,121,PLATE & STRUCTURAL,6017.4
1706866,124,#1 BUNDLES,8191
1706866,124,#1 BUNDLES,8174.7
1706866,113,PIG IRON,38794.4
1706866,113,PIG IRON,38819.8
1706866,120,RAILROAD WHEELS,8003.6
1706866,166,HBI,10020.8
1706866,120,RAILROAD WHEELS,8069
1706866,166,HBI,10150.5
1706866,114,PIT SCRAP,6495.9
1706866,114,PIT SCRAP,6743.1
1706866,117,REGULAR SHRED,24972.1
1706866,117,REGULAR SHRED,24089.4
1706866,126,#1 BUSHELING,44479.8
1706866,126,#1 BUSHELING,44587.3
1706866,115,HOME SCRAP,7995.9
1706866,121,PLATE & STRUCTURAL,5903.5
1706866,115,HOME SCRAP,8041.7
1706866,121,PLATE & STRUCTURAL,6000.1
1706868,114,PIT SCRAP,3174
1706868,115,HOME SCRAP,1813
1706868,121,PLATE & STRUCTURAL,12699
1706868,117,REGULAR SHRED,35379
1706868,119,RAIL CROPS,4534
1706868,113,PIG IRON,49894
1706868,116,CONSTRUCTION SCRAP,3174
1706868,120,RAILROAD WHEELS,1813
1706868,124,#1 BUNDLES,9618
1706868,126,#1 BUSHELING,19142
1706870,124,#1 BUNDLES,1713.7
1706870,114,PIT SCRAP,6289.5
1706870,117,REGULAR SHRED,25959.1
1706870,115,HOME SCRAP,7897.5
1706870,121,PLATE & STRUCTURAL,12286
1706870,126,#1 BUSHELING,44293.8
1706870,120,RAILROAD WHEELS,7959.2
1706870,166,HBI,9974.5
1706870,113,PIG IRON,38483.7
1706872,126,#1 BUSHELING,44410.4
1706872,124,#1 BUNDLES,8031.3
1706872,120,RAILROAD WHEELS,7980.5
1706872,166,HBI,10043
1706872,113,PIG IRON,38462.9
1706872,117,REGULAR SHRED,25453.4
1706872,115,HOME SCRAP,8169.2
1706872,114,PIT SCRAP,6348.9
1706872,121,PLATE & STRUCTURAL,5957
1706874,114,PIT SCRAP,6609.8
1706874,126,#1 BUSHELING,42049.4
1706874,115,HOME SCRAP,7602.7
1706874,121,PLATE & STRUCTURAL,5698.9
1706874,113,PIG IRON,36574.6
1706874,124,#1 BUNDLES,7366.8
1706874,120,RAILROAD WHEELS,7487
1706874,166,HBI,9476
1706874,117,REGULAR SHRED,22828.4
1706876,117,REGULAR SHRED,23170.9
1706876,124,#1 BUNDLES,7472
1706876,120,RAILROAD WHEELS,7586.8
1706876,166,HBI,9417.9
1706876,126,#1 BUSHELING,41900.6
1706876,115,HOME SCRAP,7641.7
1706876,121,PLATE & STRUCTURAL,5761.1
1706876,114,PIT SCRAP,6171.6
1706876,113,PIG IRON,36253.9
1706878,113,PIG IRON,38383.9
1706878,114,PIT SCRAP,6482.3
1706878,115,HOME SCRAP,8103.9
1706878,121,PLATE & STRUCTURAL,6070
1706878,126,#1 BUSHELING,44349.1
1706878,120,RAILROAD WHEELS,8034
1706878,166,HBI,10103.8
1706878,124,#1 BUNDLES,7983.7
1706878,117,REGULAR SHRED,24574.8
1706880,124,#1 BUNDLES,8171
1706880,115,HOME SCRAP,8034.9
1706880,121,PLATE & STRUCTURAL,6040
1706880,126,#1 BUSHELING,44520.1
1706880,117,REGULAR SHRED,24674.5
1706880,114,PIT SCRAP,6550.3
1706880,113,PIG IRON,38557.7
1706880,120,RAILROAD WHEELS,8020
1706880,166,HBI,10015.8
1706882,117,REGULAR SHRED,24584.3
1706882,124,#1 BUNDLES,7883.9
1706882,120,RAILROAD WHEELS,8162.9
1706882,166,HBI,10026.2
1706882,126,#1 BUSHELING,44460.3
1706882,115,HOME SCRAP,7975.1
1706882,121,PLATE & STRUCTURAL,6117.2
1706882,114,PIT SCRAP,6537.2
1706882,113,PIG IRON,38837.5
1706884,115,HOME SCRAP,8114.3
1706884,121,PLATE & STRUCTURAL,6103.5
1706884,114,PIT SCRAP,6391.1
1706884,117,REGULAR SHRED,24867.8
1706884,113,PIG IRON,38558.1
1706884,120,RAILROAD WHEELS,8121.6
1706884,166,HBI,9924.6
1706884,124,#1 BUNDLES,8039
1706884,126,#1 BUSHELING,44600.4
1706886,113,PIG IRON,38819.8
1706886,120,RAILROAD WHEELS,7999.1
1706886,166,HBI,10121.9
1706886,126,#1 BUSHELING,44583.6
1706886,117,REGULAR SHRED,24384.7
1706886,115,HOME SCRAP,7929.3
1706886,121,PLATE & STRUCTURAL,6076.8
1706886,114,PIT SCRAP,6363
1706886,124,#1 BUNDLES,8033.6
1706888,126,#1 BUSHELING,44654
1706888,124,#1 BUNDLES,8204.1
1706888,120,RAILROAD WHEELS,8057.2
1706888,166,HBI,10484.3
1706888,113,PIG IRON,38418
1706888,117,REGULAR SHRED,24183.8
1706888,114,PIT SCRAP,6054.6
1706888,115,HOME SCRAP,8046.3
1706888,121,PLATE & STRUCTURAL,5937.5
1706892,126,#1 BUSHELING,44600.9
1706892,114,PIT SCRAP,6447.8
1706892,113,PIG IRON,38829.8
1706892,120,RAILROAD WHEELS,7842.2
1706892,166,HBI,10014.4
1706892,124,#1 BUNDLES,8096.6
1706892,115,HOME SCRAP,7985.5
1706892,121,PLATE & STRUCTURAL,6178.4
1706892,117,REGULAR SHRED,24543.5
1706894,126,#1 BUSHELING,46568.1
1706894,117,REGULAR SHRED,25340.4
1706894,115,HOME SCRAP,7941.5
1706894,121,PLATE & STRUCTURAL,7020.7
1706894,114,PIT SCRAP,6387
1706894,120,RAILROAD WHEELS,8023.6
1706894,166,HBI,10011.7
1706894,113,PIG IRON,39146.4
1706894,124,#1 BUNDLES,7002.6
1706896,124,#1 BUNDLES,8277.2
1706896,113,PIG IRON,37757.1
1706896,120,RAILROAD WHEELS,8603.3
1706896,166,HBI,9906.9
1706896,114,PIT SCRAP,5635.4
1706896,115,HOME SCRAP,7481.1
1706896,121,PLATE & STRUCTURAL,6077.7
1706896,117,REGULAR SHRED,28166.3
1706896,126,#1 BUSHELING,44766
1706898,117,REGULAR SHRED,23403.1
1706898,120,RAILROAD WHEELS,7880.3
1706898,124,#1 BUNDLES,8718.5
1706898,113,PIG IRON,37087.1
1706898,115,HOME SCRAP,9373
1706898,121,PLATE & STRUCTURAL,6635.2
1706898,126,#1 BUSHELING,46419.8
1706898,114,PIT SCRAP,6323.5
1706898,166,HBI,10150.5
1706900,116,CONSTRUCTION SCRAP,3174
1706900,120,RAILROAD WHEELS,1813
1706900,113,PIG IRON,49894
1706900,114,PIT SCRAP,3174
1706900,117,REGULAR SHRED,35379
1706900,119,RAIL CROPS,4534
1706900,126,#1 BUSHELING,19142
1706900,115,HOME SCRAP,1813
1706900,121,PLATE & STRUCTURAL,12699
1706900,124,#1 BUNDLES,9618
1706902,124,#1 BUNDLES,9618
1706902,114,PIT SCRAP,3174
1706902,115,HOME SCRAP,1813
1706902,121,PLATE & STRUCTURAL,12699
1706902,117,REGULAR SHRED,35379
1706902,119,RAIL CROPS,4534
1706902,126,#1 BUSHELING,19142
1706902,116,CONSTRUCTION SCRAP,3174
1706902,120,RAILROAD WHEELS,1813
1706902,113,PIG IRON,49894
1706904,113,PIG IRON,22450.6
1706904,183,TURNINGS,9513.2
1706904,126,#1 BUSHELING,35937.3
1706904,117,REGULAR SHRED,13201.4
1706910,120,RAILROAD WHEELS,8049.5
1706910,166,HBI,9846.1
1706910,115,HOME SCRAP,8039.9
1706910,121,PLATE & STRUCTURAL,6046.4
1706910,114,PIT SCRAP,6258.7
1706910,126,#1 BUSHELING,44013.5
1706910,113,PIG IRON,38750
1706910,124,#1 BUNDLES,8034.9
1706910,117,REGULAR SHRED,24956.2
1706912,124,#1 BUNDLES,7902.5
1706912,115,HOME SCRAP,8152.9
1706912,121,PLATE & STRUCTURAL,5955.7
1706912,126,#1 BUSHELING,44306
1706912,117,REGULAR SHRED,24734
1706912,114,PIT SCRAP,6748.1
1706912,113,PIG IRON,38641.6
1706912,120,RAILROAD WHEELS,8090.7
1706912,166,HBI,9962.7
1706914,115,HOME SCRAP,8091.2
1706914,121,PLATE & STRUCTURAL,5925.3
1706914,117,REGULAR SHRED,24471.8
1706914,120,RAILROAD WHEELS,8091.2
1706914,166,HBI,10057.1
1706914,113,PIG IRON,38385.3
1706914,124,#1 BUNDLES,7834.5
1706914,126,#1 BUSHELING,44046.1
1706914,114,PIT SCRAP,6658.3
1706916,120,RAILROAD WHEELS,8211.4
1706916,166,HBI,9908.7
1706916,113,PIG IRON,38606.7
1706916,114,PIT SCRAP,6575.7
1706916,117,REGULAR SHRED,24701.3
1706916,126,#1 BUSHELING,43779.4
1706916,115,HOME SCRAP,8021.3
1706916,121,PLATE & STRUCTURAL,5977.4
1706916,124,#1 BUNDLES,8031.3
1706918,114,PIT SCRAP,6207.4
1706918,126,#1 BUSHELING,41688.4
1706918,124,#1 BUNDLES,7614.9
1706918,113,PIG IRON,36341
1706918,120,RAILROAD WHEELS,7448.9
1706918,166,HBI,9442.9
1706918,117,REGULAR SHRED,23412.7
1706918,115,HOME SCRAP,7647.6
1706918,121,PLATE & STRUCTURAL,5572.4
1706922,115,HOME SCRAP,8106.6
1706922,121,PLATE & STRUCTURAL,5915.3
1706922,114,PIT SCRAP,6866
1706922,117,REGULAR SHRED,25386.7
1706922,113,PIG IRON,38480.6
1706922,120,RAILROAD WHEELS,7844
1706922,166,HBI,10030.3
1706922,124,#1 BUNDLES,7740.6
1706922,126,#1 BUSHELING,43307.2
1706924,113,PIG IRON,49894
1706924,114,PIT SCRAP,3174
1706924,115,HOME SCRAP,1813
1706924,121,PLATE & STRUCTURAL,12699
1706924,126,#1 BUSHELING,19142
1706924,116,CONSTRUCTION SCRAP,3174
1706924,120,RAILROAD WHEELS,1813
1706924,124,#1 BUNDLES,9618
1706924,117,REGULAR SHRED,35379
1706924,119,RAIL CROPS,4534
1706926,115,HOME SCRAP,8127.5
1706926,121,PLATE & STRUCTURAL,5987.4
1706926,117,REGULAR SHRED,24516.2
1706926,120,RAILROAD WHEELS,7964.6
1706926,166,HBI,10084.3
1706926,113,PIG IRON,38701.9
1706926,124,#1 BUNDLES,8240
1706926,126,#1 BUSHELING,44299.2
1706926,114,PIT SCRAP,6708.6
1706928,117,REGULAR SHRED,25281.5
1706928,124,#1 BUNDLES,8892.2
1706928,120,RAILROAD WHEELS,8119.8
1706928,166,HBI,10737.9
1706928,126,#1 BUSHELING,41182.6
1706928,115,HOME SCRAP,8191
1706928,121,PLATE & STRUCTURAL,6508.6
1706928,114,PIT SCRAP,6507.7
1706928,113,PIG IRON,39209
1706930,113,PIG IRON,38043.3
1706930,114,PIT SCRAP,6085.4
1706930,115,HOME SCRAP,8127
1706930,121,PLATE & STRUCTURAL,5915.3
1706930,126,#1 BUSHELING,44123.3
1706930,120,RAILROAD WHEELS,8079.9
1706930,166,HBI,10144.2
1706930,124,#1 BUNDLES,8227.3
1706930,117,REGULAR SHRED,25249.7
1706932,124,#1 BUNDLES,8645.9
1706932,115,HOME SCRAP,12622.6
1706932,121,PLATE & STRUCTURAL,6280.9
1706932,126,#1 BUSHELING,39323.8
1706932,117,REGULAR SHRED,22397.5
1706932,114,PIT SCRAP,6861.5
1706932,113,PIG IRON,38736.8
1706932,120,RAILROAD WHEELS,7970.5
1706932,166,HBI,10157.3
1706934,117,REGULAR SHRED,26416.3
1706934,115,HOME SCRAP,12032.9
1706934,121,PLATE & STRUCTURAL,7047
1706934,126,#1 BUSHELING,40656.4
1706934,120,RAILROAD WHEELS,7722
1706934,166,HBI,9960.9
1706934,113,PIG IRON,39439
1706934,114,PIT SCRAP,5885.4
1706934,124,#1 BUNDLES,6831.1
1706936,117,REGULAR SHRED,23999.6
1706936,124,#1 BUNDLES,8598.3
1706936,120,RAILROAD WHEELS,8034.9
1706936,166,HBI,9782.2
1706936,126,#1 BUSHELING,35093.6
1706936,115,HOME SCRAP,19017.8
1706936,121,PLATE & STRUCTURAL,6018.3
1706936,114,PIT SCRAP,7045.7
1706936,113,PIG IRON,37085.8
1706938,126,#1 BUSHELING,19142
1706938,117,REGULAR SHRED,35379
1706938,119,RAIL CROPS,4534
1706938,115,HOME SCRAP,1813
1706938,121,PLATE & STRUCTURAL,12699
1706938,116,CONSTRUCTION SCRAP,3174
1706938,120,RAILROAD WHEELS,1813
1706938,113,PIG IRON,49894
1706938,124,#1 BUNDLES,9618
1706938,114,PIT SCRAP,3174
1706940,113,PIG IRON,29465.8
1706940,120,RAILROAD WHEELS,8757.5
1706940,166,HBI,8631.9
1706940,182,MISC SCRAP,5662.2
1706940,126,#1 BUSHELING,32353
1706940,121,PLATE & STRUCTURAL,16045.4
1706940,117,REGULAR SHRED,50720.8
1706940,180,TUNDISH SKULLS,3975.3
1706940,114,PIT SCRAP,7364.1
1706958,121,PLATE & STRUCTURAL,15095.6
1706958,113,PIG IRON,27358.5
1706958,120,RAILROAD WHEELS,7861.2
1706958,166,HBI,7922.9
1706958,182,MISC SCRAP,5427.2
1706958,126,#1 BUSHELING,29845.5
1706958,117,REGULAR SHRED,51259.2
1706958,180,TUNDISH SKULLS,4042.9
1706958,114,PIT SCRAP,6134.8
1706962,119,RAIL CROPS,4534
1706962,126,#1 BUSHELING,19142
1706962,124,#1 BUNDLES,9618
1706962,114,PIT SCRAP,3174
1706962,116,CONSTRUCTION SCRAP,3174
1706962,120,RAILROAD WHEELS,1813
1706962,117,REGULAR SHRED,35379
1706962,115,HOME SCRAP,1813
1706962,121,PLATE & STRUCTURAL,12699
1706962,113,PIG IRON,49894
1706964,113,PIG IRON,49894
1706964,115,HOME SCRAP,1813
1706964,121,PLATE & STRUCTURAL,12699
1706964,126,#1 BUSHELING,19142
1706964,117,REGULAR SHRED,35379
1706964,119,RAIL CROPS,4534
1706964,114,PIT SCRAP,3174
1706964,116,CONSTRUCTION SCRAP,3174
1706964,120,RAILROAD WHEELS,1813
1706964,124,#1 BUNDLES,9618
1706966,124,#1 BUNDLES,7812.7
1706966,120,RAILROAD WHEELS,7998.7
1706966,166,HBI,9760.9
1706966,114,PIT SCRAP,6610.2
1706966,117,REGULAR SHRED,408.7
1706966,126,#1 BUSHELING,43972.7
1706966,115,HOME SCRAP,7956.5
1706966,121,PLATE & STRUCTURAL,5944.8
1706966,113,PIG IRON,38339.9
1706968,126,#1 BUSHELING,30180.3
1706968,117,REGULAR SHRED,49254.7
1706968,180,TUNDISH SKULLS,3741.2
1706968,120,RAILROAD WHEELS,7807.2
1706968,166,HBI,8134.7
1706968,182,MISC SCRAP,4561.8
1706968,121,PLATE & STRUCTURAL,17416.2
1706968,114,PIT SCRAP,6051.8
1706968,113,PIG IRON,26937.5
1706972,117,REGULAR SHRED,47823.7
1706972,180,TUNDISH SKULLS,4171.2
1706972,126,#1 BUSHELING,30122.7
1706972,120,RAILROAD WHEELS,7982.3
1706972,166,HBI,8030.4
1706972,182,MISC SCRAP,4652.5
1706972,114,PIT SCRAP,6887.4
1706972,113,PIG IRON,27670.5
1706972,121,PLATE & STRUCTURAL,17062.4
1706974,114,PIT SCRAP,6226.9
1706974,126,#1 BUSHELING,29372.9
1706974,117,REGULAR SHRED,49032.5
1706974,180,TUNDISH SKULLS,2062.9
1706974,120,RAILROAD WHEELS,8565.6
1706974,166,HBI,8580.6
